Metaphor,Derived metaphor,Category,subcategory,Example,Source
MEDICINE_IS_A_DETECTIVE_STORY,,,,This was four days before the WHO's China country office was informed of cases of pneumonia of unknown cause being detected in the Chinese city of Wuhan,"bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_A_DETECTIVE_STORY,,,,"“Patients ill in hospital with Covid are showing signs of significant heart and vascular problems,” said Prof Shah","telegraph.co.uk, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_A_DETECTIVE_STORY,,,,"Michael Levin<…> explained that most of the children tested negative for coronavirus, but tested positive for detection of antibodies","bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_A_DETECTIVE_STORY,,,,Swab tests to detect the virus are not thought to be useful because the reaction tends to occur many weeks after infection,"bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_A_DETECTIVE_STORY,,,,It was the next day when the world was warned about the mysterious syndrome affecting children with suspected coronavirus,"bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_A_DETECTIVE_STORY,,,,A molecular diagnostic test (RT-PCR) to detect coronavirus in respiratory samples was developed very early by the Central Virology Laboratory,"bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_A_DETECTIVE_STORY,,,,"But in some cases, the tests may detect old particles of the virus","theguardian.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_A_DETECTIVE_STORY,,,,They do not detect other coronaviruses nor do they detect the common cold,"bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_A_DETECTIVE_STORY,,,,It’s understood that the Wynnum Manly <…> is believed to have suffered a suspected heart attack,"theindependent.co.uk, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_A_DETECTIVE_STORY,,,,Arms – the person with suspected stroke may not be able to lift both arms and keep them there because of weakness or numbness in 1 arm,"theindependent.co.uk, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_A_DETECTIVE_STORY,,,,"His mom Rachel Flynn, 34, and dad Tom Darlington, 39, are now sharing Oliver’s story to raise awareness for sepsis and to urge other parents to be vigilant for the signs of the condition","nypost.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_A_DETECTIVE_STORY,,,,A Scottish woman who astonished doctors with her ability to detect Parkinson's disease through smell has helped scientists find what causes the odour,"bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_A_DETECTIVE_STORY,,,,"“In neurodegenerative disorders [such as Parkinson’s], there is no such evidence, so no logic to doing this”","bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_A_DETECTIVE_STORY,A DISEASE IS A THIEF,,,"And for me PTSD stole the latter half of my 30s from me: it stole my career, it stole my chances at finding the right partner <…> it stole my ability to eat and to sleep, and it stole my mind ","thetimes.co.uk, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_A_DETECTIVE_STORY,A DISEASE IS A THIEF,,,Antenatal depression and anxiety robbed me of my first pregnancy,"theguardian.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_AGRICULTURE,,,,"Tyler Smith <…>, was diagnosed with chronic kidney disease in 2013 and had a transplant from his cousin in 2018, <…>who is now the British and European men's physique bodybuilding champion ","bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_AGRICULTURE,,,,"Loss of fertility is common after a stem cell or bone marrow transplant, and chemotherapy can affect a woman’s fertility",telegraph.co.uk
MEDICINE_IS_AGRICULTURE,,,,"If I’d needed a transplant as part of my treatment, I might have become -infertile as a result ","telegraph.co.uk, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_AGRICULTURE,,,,"Prof Brocklehurst says: ""At the moment some parents believe this hypothesis enough that they are doing their own vaginal seeding","bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_AGRICULTURE,,,,This is the idea that some parents are buying into when they perform vaginal seeding,"bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_AGRICULTURE,,,,"Maybe we could culture the bugs from the mums to purposefully colonise the babies <…> in other words, a scientifically controlled version of vaginal seeding","bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_AGRICULTURE,,,,There has been an emerging trend among mothers who have a caesarean section for “vaginal seeding”,"theguardian.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_AGRICULTURE,,,,Surgeons in Sweden have carried out the world's first synthetic organ transplant,"bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_AGRICULTURE,,,,Professor Macchiarini already has 10 other windpipe transplants under his belt - most notably the world's first tissue-engineered tracheal transplant ,"bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_AGRICULTURE,,,,"It wasn't something they had done before, and removing organs from such a small baby, and transplanting them, poses extra challenges","bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_AGRICULTURE,,,,"The 45-year-old, from Stockport, has been waiting longer than anyone else in the UK on the current list of heart transplant patients","theguardian.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_AGRICULTURE,,,,"NHS Blood and Transplant figures show about 3,000 lifesaving transplants were missed in the last year","theguardian.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_AGRICULTURE,,,,"Gareth originally had a heart transplant in 1990, aged only 17, after he contracted cardiomyopathy, a disease of the heart muscle","bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_AGRICULTURE,,,,The cell bodies of the neurons are found in the dorsal root ganglia - for the face - and the trigeminal ganglia for the rest of the body,"dailymail.co.uk, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_AGRICULTURE,,,,The operation promised to reshape organ transplantation,"bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_AGRICULTURE,,,,Ground-breaking work on synthetic organ transplants made Paolo Macchiarini one of the most famous doctors in the world,"bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_AGRICULTURE,,,,The publication of this sent a signal to the medical community that the miraculous- sounding project of growing and implanting synthetic transplants was a viable treatment ,"bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_AGRICULTURE,,,,"The synthetic ""scaffold"" for Beyene's new trachea was made in a lab in London. It was seeded with stem cells taken from the patient's bone marrow","bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_AGRICULTURE,,,,"Karolinska University Hospital stopped Macchiarini's work in November 2013, but he continued to perform the transplants as part of a clinical trial in Russia","bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_AGRICULTURE,,,,issues that are circumvented by the use of stems cells harvested from adult tissues,"bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_AGRICULTURE,,,,A nine-year old boy developed multiple brain and spinal cord tumours following stem cell transplant,"bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_AGRICULTURE,,,,"Staff, mostly dressed in medical scrubs, neglected to mention any potential adverse events associated with stem cell transplants ","bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_AGRICULTURE,,,,"Even if transplanted cells are able to migrate to the areas of damage, mature and integrate into a patient’s nervous system before the disease takes its toll","bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
MEDICINE_IS_AGRICULTURE,,,,"In MS the condition has a clear immune basis, so it makes much more logical sense to do bone marrow transplants as a way of treating the disease","bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
"HEALTH IS UP, ILLNESS IS DOWN",,,,"Cassano, who has remained at the Policlinico facility where he was taken for tests after falling ill, was reportedly joking with team-mates on the plane, before suddenly developing problems with his vision, speech and movement","bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
"HEALTH_IS_UP, ILLNESS_IS_DOWN",,,,In that situation it's so easy to fall ill because it's just not a clean place,"bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
"HEALTH_IS_UP, ILLNESS_IS_DOWN",,,,Ms Jones and Mr Cowan were among 15 festival-goers to fall ill at the King George V Playing Fields in Cosham on the night of Saturday 26 May,"bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
"HEALTH_IS_UP, ILLNESS_IS_DOWN",,,,"When “cheeky” Oliver Darlington came down with cold-like symptoms, his parents assumed it was nothing to worry about","nypost.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
"HEALTH_IS_UP, ILLNESS_IS_DOWN",,,,"Her husband fell critically ill, too, spending 17 days in an intensive care","theguardian.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
"HEALTH_IS_UP, ILLNESS_IS_DOWN",,,,part of a fitness regimen so obsessive we eventually learn regular facelifts help keep him in tip-top shape,"theguardian.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
DISEASE_IS_A_PHYSICAL_ENTITY,,,,Imagine having the psychosis and having to have to go to hospital,"dailymail.co.uk, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
DISEASE_IS_A_PHYSICAL_ENTITY,,,,"He added: 'I had a few brutal panic attacks, which is why I quit' ","dailymail.co.uk, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
DISEASE_IS_A_PHYSICAL_ENTITY,,,,"I still didn’t think I had cancer, thinking perhaps it was a stomach ulcer","telegraph.co.uk, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
DISEASE_IS_A_PHYSICAL_ENTITY,,,,"Doctors, who performed an MRI scan, also found the youngster had lung cancer","dailymail.co.uk, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
DISEASE_IS_A_PHYSICAL_ENTITY,,,,"She then discovered that she had a tumour between her rectum and her uterus, but before doctors could operate, she finally conceived","bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
DISEASE_IS_A_PHYSICAL_ENTITY,,,,"Meanwhile, the patient is given a dose of dengue fever, a disease normally carried by mosquitoes, before they are injected with the newly trained dendritic cells","bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
DISEASE_IS_A_PHYSICAL_ENTITY,,,,"Lyme disease - a bacterial infection - is carried by some species of ticks, and about 13% in the UK are believed to be infected","bbc.co.uk, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
DISEASE_IS_A_PHYSICAL_ENTITY,,,,She and my dad had cancer at the same time. She survived. He didn't.,"cnn.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
DISEASE_IS_A_PHYSICAL_ENTITY,,,,"I had my appendix out and I remember I came round out of the anaesthetic screaming, the pain was something else.","bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
DISEASE_IS_A_PHYSICAL_ENTITY,,,,"One study in JAMA Cardiology journal, found that 20 per cent of 416 patients hospitalised in Wuhan with the coronavirus had heart damage","telegraph.co.uk, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
DISEASE_IS_A_PHYSICAL_ENTITY,,,,"Prof Russell Viner, president of the Royal College of Paediatrics and Child Health, said the majority of children who have had the condition","bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
DISEASE_IS_A_PHYSICAL_ENTITY,,,,"Mr Jones also claims that anyone who has ever had any coronavirus infection, or the common cold, will produce a positive test","bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
DISEASE_IS_A_LIVING_ENTITY,,,,Noel Gallagher has revealed that he took cocaine every night for four years and it caused 'brutal panic attacks' which led him to quit the drug,"dailymail.co.uk, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
DISEASE_IS_A_LIVING_ENTITY,,,,"Similarly spectacular recoveries have now been recorded in many different kinds of cancer, including extremely aggressive forms like acute myeloid leukaemia","bbc.co.uk, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
DISEASE_IS_A_LIVING_ENTITY,,,,"If it is a recurrence that took a decade to form, “that tells me it’s not a very aggressive cancer,” he said","theguardian.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
DISEASE_IS_A_LIVING_ENTITY,,,,"For his colleagues, the biggest fear is catching the virus themselves and infecting family members at home, Dr Rizzi says","bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
DISEASE_IS_A_LIVING_ENTITY,,,,"It also notes there is some, albeit very limited evidence, that such <...> of adults catching the disease from children","theguardian.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
DISEASE_IS_A_LIVING_ENTITY,,,,"Oliver’s family’s nightmare began when he caught a cold during the Christmas holidays while he was enjoying a trip to New York with his mum, step-dad David and sister Holly, seven","nypost.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
DISEASE_IS_A_LIVING_ENTITY,,,,I have just lost my dear wife of 54 years to the cruel disease that is Alzheimer's,"theguardian.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
DISEASE_IS_A_LIVING_ENTITY,,,,"A woman who survived aggressive cancer said thieves who took her family's caravan had also ""stolen our dreams""","bbc.com, analyzed in CONCEPTUAL METAPHORS IN POPULAR
MEDICAL DISCOURSE by Agnė Kaikarytė"
