Column,Question,HumanCounts,GoldStandard,LLMAnswer,Result,IsCorrect
"QID960 - Does this sentence contain a metaphor?
Sentence: ""I now have another thing to beat my surgeon up about.""","Does this sentence contain a metaphor?
Sentence: ""I now have another thing to beat my surgeon up about.""",{'yes': 1},yes,**yes**,LLM does NOT match the gold standard.,False
"QID962 - Does this sentence contain a metaphor?
Sentence: ""the cells do not migrate across one another, and they line up in a monolayer of parallel cells""","Does this sentence contain a metaphor?
Sentence: ""the cells do not migrate across one another, and they line up in a monolayer of parallel cells""",{'yes': 2},yes,no,LLM does NOT match the gold standard.,False
"QID964 - Does this sentence contain a metaphor?
Sentence: ""a single cell undergoes some change which gives it a selective advantage for growth over its neighbouring cells""","Does this sentence contain a metaphor?
Sentence: ""a single cell undergoes some change which gives it a selective advantage for growth over its neighbouring cells""","{'yes': 2, 'no': 1}",yes,no,LLM does NOT match the gold standard.,False
"QID966 - Does this sentence contain a metaphor?
Sentence: ""Tumor cells may be out of cycle because of...limited access, to nutrients""","Does this sentence contain a metaphor?
Sentence: ""Tumor cells may be out of cycle because of...limited access, to nutrients""",{'no': 2},no,no,LLM matches the gold standard.,True
"QID969 - Does this sentence contain a metaphor?
Sentence: ""Fibrosarcomas and angiosarcomas ..., invade surrounding muscle basement membrane and destroy myocytes.""","Does this sentence contain a metaphor?
Sentence: ""Fibrosarcomas and angiosarcomas ..., invade surrounding muscle basement membrane and destroy myocytes.""",{'yes': 1},yes,**no**,LLM does NOT match the gold standard.,False
"QID971 - Does this sentence contain a metaphor?
Sentence: ""the demonstrated promoting action of various agents in the human enviroment""","Does this sentence contain a metaphor?
Sentence: ""the demonstrated promoting action of various agents in the human enviroment""","{'no': 1, 'yes': 1}",Tie,no,Tie among humans; accepted.,True
"QID973 - Does this sentence contain a metaphor?
Sentence: ""the infectious agent was not only capable of inducing tumors, but also imprinted the ohenotype characteristics of the original tumor on the recipient transformed cell.""","Does this sentence contain a metaphor?
Sentence: ""the infectious agent was not only capable of inducing tumors, but also imprinted the ohenotype characteristics of the original tumor on the recipient transformed cell.""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID975 - Does this sentence contain a metaphor?
Sentence: ""widely different agents are causative""","Does this sentence contain a metaphor?
Sentence: ""widely different agents are causative""","{'yes': 1, 'no': 1}",Tie,no,Tie among humans; accepted.,True
"QID979 - Does this sentence contain a metaphor?
Sentence: ""cells equipped with the capacities of survival and proliferation. Apparently this functional outfit is frequently confined to subsets of the original tumor cell population""","Does this sentence contain a metaphor?
Sentence: ""cells equipped with the capacities of survival and proliferation. Apparently this functional outfit is frequently confined to subsets of the original tumor cell population""","{'yes': 2, 'no': 1}",yes,**yes**,LLM does NOT match the gold standard.,False
"QID983 - Does this sentence contain a metaphor?
Sentence: ""The protruding pseudopodia may serve multiple functions, including (1) acting as ""sense organs""...""","Does this sentence contain a metaphor?
Sentence: ""The protruding pseudopodia may serve multiple functions, including (1) acting as ""sense organs""...""",{'yes': 1},yes,**yes**,LLM does NOT match the gold standard.,False
"QID985 - Does this sentence contain a metaphor?
Sentence: ""There has been an emerging trend among mothers who have a caesarean section for “vaginal seeding”""","Does this sentence contain a metaphor?
Sentence: ""There has been an emerging trend among mothers who have a caesarean section for “vaginal seeding”""","{'yes': 1, 'no': 1}",Tie,no,Tie among humans; accepted.,True
"QID987 - Does this sentence contain a metaphor?
Sentence: ""their [cancer cells'] chance of survival""","Does this sentence contain a metaphor?
Sentence: ""their [cancer cells'] chance of survival""","{'yes': 1, 'no': 1}",Tie,no,Tie among humans; accepted.,True
"QID989 - Does this sentence contain a metaphor?
Sentence: ""and the short fragments serve as ""primers"" for DNA polymerase.""","Does this sentence contain a metaphor?
Sentence: ""and the short fragments serve as ""primers"" for DNA polymerase.""",{'yes': 1},yes,**no**,LLM does NOT match the gold standard.,False
"QID991 - Does this sentence contain a metaphor?
Sentence: ""The discovery is expected to boost the search for similar cells that drive other types of cancer.""","Does this sentence contain a metaphor?
Sentence: ""The discovery is expected to boost the search for similar cells that drive other types of cancer.""",{'yes': 2},yes,no,LLM does NOT match the gold standard.,False
"QID993 - Does this sentence contain a metaphor?
Sentence: ""The former intravenous drug user was among the first  to be diagnosed in the worst drug-fueled HIV outbreak ever to hit rural America""","Does this sentence contain a metaphor?
Sentence: ""The former intravenous drug user was among the first  to be diagnosed in the worst drug-fueled HIV outbreak ever to hit rural America""","{'yes': 1, 'no': 1}",Tie,**no**,Tie among humans; accepted.,True
"QID995 - Does this sentence contain a metaphor?
Sentence: ""excessive, uncoordinated growth autonomous from normal rregulatory stimuli""","Does this sentence contain a metaphor?
Sentence: ""excessive, uncoordinated growth autonomous from normal rregulatory stimuli""","{'no': 1, 'yes': 1}",Tie,**no**,Tie among humans; accepted.,True
"QID999 - Does this sentence contain a metaphor?
Sentence: ""We won that battle but imagine what would have happened if she hadn’t had a family to defend her?""","Does this sentence contain a metaphor?
Sentence: ""We won that battle but imagine what would have happened if she hadn’t had a family to defend her?""",{'yes': 1},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1001 - Does this sentence contain a metaphor?
Sentence: ""cellular pedigree""","Does this sentence contain a metaphor?
Sentence: ""cellular pedigree""",{'yes': 3},yes,**yes**,LLM does NOT match the gold standard.,False
"QID1003 - Does this sentence contain a metaphor?
Sentence: ""I learned so much from this illness.""","Does this sentence contain a metaphor?
Sentence: ""I learned so much from this illness.""",{'no': 1},no,**no**,LLM does NOT match the gold standard.,False
"QID1005 - Does this sentence contain a metaphor?
Sentence: ""These studies, carried out princiaplly with mouse epiermis in vivo, suggested that the latent period during epidermal carcinogenesis of the skin of the mouse consisted of at least two stages, now termed initiation and promotion.""","Does this sentence contain a metaphor?
Sentence: ""These studies, carried out princiaplly with mouse epiermis in vivo, suggested that the latent period during epidermal carcinogenesis of the skin of the mouse consisted of at least two stages, now termed initiation and promotion.""",{'no': 1},no,no,LLM matches the gold standard.,True
"QID1007 - Does this sentence contain a metaphor?
Sentence: ""Jason Chesney, of the University of Louisville, Kentucky, used the body's own defences to fight the melanoma in his patients""","Does this sentence contain a metaphor?
Sentence: ""Jason Chesney, of the University of Louisville, Kentucky, used the body's own defences to fight the melanoma in his patients""",{'yes': 2},yes,no,LLM does NOT match the gold standard.,False
"QID1009 - Does this sentence contain a metaphor?
Sentence: ""the nearly palindromic oligonucleotide ATCACTCAT""","Does this sentence contain a metaphor?
Sentence: ""the nearly palindromic oligonucleotide ATCACTCAT""",{'no': 1},no,no,LLM matches the gold standard.,True
"QID1011 - Does this sentence contain a metaphor?
Sentence: ""The ultimate goal of metastasis prevention would be the selective eradication of established metastases, perhaps by targeting toxic agents to the metastatic foci.""","Does this sentence contain a metaphor?
Sentence: ""The ultimate goal of metastasis prevention would be the selective eradication of established metastases, perhaps by targeting toxic agents to the metastatic foci.""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID1013 - Does this sentence contain a metaphor?
Sentence: ""Mountain dew tastes like diabetes and depression""","Does this sentence contain a metaphor?
Sentence: ""Mountain dew tastes like diabetes and depression""",{'yes': 3},yes,**yes**,LLM does NOT match the gold standard.,False
